text,aspect,label
"this course actually helped me understand situations around me , which I though may not even have huge impacts on the society as a whole",a whole,2
"this course actually helped me understand situations around me , which I though may not even have huge impacts on the society as a whole",the society,2
Thanks for the opportunity coursera,the opportunity coursera,2
Thanks for the opportunity coursera,Thanks,2
Great Teacher with great knowledge,great knowledge,2
Great Teacher with great knowledge,Great Teacher,2
Helped me a lot to understand about financial  Terms and Markets,financial  Terms,2
Helped me a lot to understand about financial  Terms and Markets,a lot,2
Helped me a lot to understand about financial  Terms and Markets,Markets,2
"How to invest, what things t care before investing",what things,2
etc Thank you Sir :),you,2
Excellent course with an extraordinary professor,an extraordinary professor,2
Excellent course with an extraordinary professor,Excellent course,2
The quality of this course is definitely in the communications excellency of Prof,the communications excellency,2
The quality of this course is definitely in the communications excellency of Prof,The quality,2
The quality of this course is definitely in the communications excellency of Prof,this course,2
The quality of this course is definitely in the communications excellency of Prof,Prof,2
"Also, the discussions contribute",the discussions,2
"Extremely grateful to Coursera for the possibility to take lectures by Professor Shiller, 2013 Nobel prize winner",lectures,2
"Extremely grateful to Coursera for the possibility to take lectures by Professor Shiller, 2013 Nobel prize winner",the possibility,2
"Extremely grateful to Coursera for the possibility to take lectures by Professor Shiller, 2013 Nobel prize winner",Professor Shiller,2
"Extremely grateful to Coursera for the possibility to take lectures by Professor Shiller, 2013 Nobel prize winner",2013 Nobel prize winner,2
"Extremely grateful to Coursera for the possibility to take lectures by Professor Shiller, 2013 Nobel prize winner",Coursera,2
This is probably the highest quality possible in education,This,2
This is probably the highest quality possible in education,education,2
This is probably the highest quality possible in education,the highest quality,2
I highly glad by participating in this course,this course,2
"A student, specially from business background must take this course for shifting their knowledge to an upper level",business background,2
"A student, specially from business background must take this course for shifting their knowledge to an upper level",this course,2
"A student, specially from business background must take this course for shifting their knowledge to an upper level",an upper level,2
"A student, specially from business background must take this course for shifting their knowledge to an upper level",their knowledge,2
"A student, specially from business background must take this course for shifting their knowledge to an upper level",A student,2
From this course I have learn how market and financial institution work and also taught me about finance,how market and financial institution work,2
From this course I have learn how market and financial institution work and also taught me about finance,this course,2
From this course I have learn how market and financial institution work and also taught me about finance,finance,2
It also need professional manager to manage our property or assest,our property,2
It also need professional manager to manage our property or assest,professional manager,2
Robert Shiller is a excellent professor/mentor,Robert Shiller,2
Robert Shiller is a excellent professor/mentor,a excellent professor/mentor,2
I’ve practicing his advice in my professional and personal life and all have increased my point of view and decisions making,all,2
I’ve practicing his advice in my professional and personal life and all have increased my point of view and decisions making,my point,2
I’ve practicing his advice in my professional and personal life and all have increased my point of view and decisions making,view,2
I’ve practicing his advice in my professional and personal life and all have increased my point of view and decisions making,his advice,2
I’ve practicing his advice in my professional and personal life and all have increased my point of view and decisions making,decisions,2
I’ve practicing his advice in my professional and personal life and all have increased my point of view and decisions making,my professional and personal life,2
"Very informative, I have spent 8 years in finance in various different roles in banks and corporates and I still found a world of material in this course that I didn't know",this course,2
"Very informative, I have spent 8 years in finance in various different roles in banks and corporates and I still found a world of material in this course that I didn't know",8 years,2
"Very informative, I have spent 8 years in finance in various different roles in banks and corporates and I still found a world of material in this course that I didn't know",corporates,2
"Very informative, I have spent 8 years in finance in various different roles in banks and corporates and I still found a world of material in this course that I didn't know",banks,2
"Very informative, I have spent 8 years in finance in various different roles in banks and corporates and I still found a world of material in this course that I didn't know",a world,2
"Very informative, I have spent 8 years in finance in various different roles in banks and corporates and I still found a world of material in this course that I didn't know",material,2
"Very informative, I have spent 8 years in finance in various different roles in banks and corporates and I still found a world of material in this course that I didn't know",various different roles,2
"Very informative, I have spent 8 years in finance in various different roles in banks and corporates and I still found a world of material in this course that I didn't know",finance,2
"Un curso muy bien logrado, con tópicos claves y relevantes para una persona que desee conocer más de los mercados financieros y la historia de las finanzas",financieros,2
"Un curso muy bien logrado, con tópicos claves y relevantes para una persona que desee conocer más de los mercados financieros y la historia de las finanzas",para una persona que,2
"Un curso muy bien logrado, con tópicos claves y relevantes para una persona que desee conocer más de los mercados financieros y la historia de las finanzas",con tópicos claves,2
"Un curso muy bien logrado, con tópicos claves y relevantes para una persona que desee conocer más de los mercados financieros y la historia de las finanzas",y la historia de las finanzas,2
"Un curso muy bien logrado, con tópicos claves y relevantes para una persona que desee conocer más de los mercados financieros y la historia de las finanzas",conocer más de los mercados,2
"Un curso muy bien logrado, con tópicos claves y relevantes para una persona que desee conocer más de los mercados financieros y la historia de las finanzas",Un curso muy bien logrado,2
Excelente curso,Excelente curso,2
"Es un curso totalmente recomendable no solamente para aquellos de la rama de las finanzas sino para todos, me permitió poder comprender aspectos básicos del tema",no solamente para aquellos de la rama de las finanzas sino para todos,2
Excelente,Excelente,2
"Excellent course educating about a broader financial market I could think of, lots of quizzes and fun",fun,2
"Excellent course educating about a broader financial market I could think of, lots of quizzes and fun",lots,2
"Excellent course educating about a broader financial market I could think of, lots of quizzes and fun",Excellent course,2
"Excellent course educating about a broader financial market I could think of, lots of quizzes and fun",quizzes,2
"Excellent course educating about a broader financial market I could think of, lots of quizzes and fun",a broader financial market,2
"Thanks a lot to the whole team, Professor Shiller and Yale university",Thanks,2
"Thanks a lot to the whole team, Professor Shiller and Yale university",Yale university,2
"Thanks a lot to the whole team, Professor Shiller and Yale university",the whole team,2
"Thanks a lot to the whole team, Professor Shiller and Yale university",Professor Shiller,2
Great program for keen investors,keen investors,2
Great program for keen investors,Great program,2
It arguable opens a path for someone to pursue Investments as a career,a career,2
It arguable opens a path for someone to pursue Investments as a career,a path,2
It arguable opens a path for someone to pursue Investments as a career,Investments,2
It arguable opens a path for someone to pursue Investments as a career,someone,2
it lays the ground work necessary for all things financial markets,financial markets,2
it lays the ground work necessary for all things financial markets,the ground work,2
it lays the ground work necessary for all things financial markets,all things,2
"Aprendi muitas coisas que não sabia, e me ajudou a entender um pouco mais o papel tão importante das finanças na nossa sociedade",a entender um pouco mais o papel,2
"Aprendi muitas coisas que não sabia, e me ajudou a entender um pouco mais o papel tão importante das finanças na nossa sociedade",nossa sociedade,2
"Aprendi muitas coisas que não sabia, e me ajudou a entender um pouco mais o papel tão importante das finanças na nossa sociedade",tão importante das finanças,2
"Estoy muy agradecido con Coursera y con este curso  que me ha ayudado a mejorar mis competencias profesionales, es un gran contenido para entender como funcionan las cosas",es un gran contenido para entender como funcionan las cosas,2
"Estoy muy agradecido con Coursera y con este curso  que me ha ayudado a mejorar mis competencias profesionales, es un gran contenido para entender como funcionan las cosas",a mejorar mis competencias profesionales,2
"Estoy muy agradecido con Coursera y con este curso  que me ha ayudado a mejorar mis competencias profesionales, es un gran contenido para entender como funcionan las cosas",Estoy muy,2
I had an amazing time of learning,an amazing time,2
The professor who is rich in knowledge was able to share wisdom through his lectures,The professor,2
The professor who is rich in knowledge was able to share wisdom through his lectures,his lectures,2
The professor who is rich in knowledge was able to share wisdom through his lectures,wisdom,2
The professor who is rich in knowledge was able to share wisdom through his lectures,who,2
The professor who is rich in knowledge was able to share wisdom through his lectures,knowledge,2
This course provided learnings in life and finance,life,2
This course provided learnings in life and finance,This course,2
This course provided learnings in life and finance,learnings,2
This course provided learnings in life and finance,finance,2
I really thank Coursera and Professor Robert Shiller for providing this course,Coursera,2
I really thank Coursera and Professor Robert Shiller for providing this course,this course,2
I really thank Coursera and Professor Robert Shiller for providing this course,Professor Robert Shiller,2
It was full of helpful information and a great way to get a deeper understanding of finance,a great way,2
It was full of helpful information and a great way to get a deeper understanding of finance,helpful information,2
It was full of helpful information and a great way to get a deeper understanding of finance,a deeper understanding,2
It was full of helpful information and a great way to get a deeper understanding of finance,finance,2
"Essential course for those who do not have a basic financial background 
and want to understand the basics of this world",Essential course,2
"Essential course for those who do not have a basic financial background 
and want to understand the basics of this world",this world,2
"Essential course for those who do not have a basic financial background 
and want to understand the basics of this world",those,2
"Essential course for those who do not have a basic financial background 
and want to understand the basics of this world",a basic financial background,2
"Essential course for those who do not have a basic financial background 
and want to understand the basics of this world",the basics,2
"Essential course for those who do not have a basic financial background 
and want to understand the basics of this world",who,2
It was taught with relevant real life experiences,relevant real life experiences,2
A lot of concepts were covered in this course,this course,2
A lot of concepts were covered in this course,concepts,2
A lot of concepts were covered in this course,A lot,2
The professor is very well informed and uses real life examples to better explain the concepts,The professor,2
The professor is very well informed and uses real life examples to better explain the concepts,real life examples,2
The professor is very well informed and uses real life examples to better explain the concepts,the concepts,2
"Overall, a very good course","Overall, a very good course",2
I enjoyed this Course,this Course,2
I always enjoy getting extra knowledge during this I got many,extra knowledge,2
I always enjoy getting extra knowledge during this I got many,this,2
Lectures were very well engaging and Professor Robert Shiller's a well versed person,Professor Robert Shiller's a well versed person,2
Lectures were very well engaging and Professor Robert Shiller's a well versed person,Lectures,2
I would like to thank the entire Coursera team and of course Robert J,course,2
I would like to thank the entire Coursera team and of course Robert J,the entire Coursera team,2
Shiller for designing such a beautiful course that helps people new to the world of finance like me,Shiller,2
Shiller for designing such a beautiful course that helps people new to the world of finance like me,the world,2
Shiller for designing such a beautiful course that helps people new to the world of finance like me,people,2
Shiller for designing such a beautiful course that helps people new to the world of finance like me,such a beautiful course,2
Shiller for designing such a beautiful course that helps people new to the world of finance like me,that,2
Shiller for designing such a beautiful course that helps people new to the world of finance like me,finance,2
Everyone who wants to have knowledge related to finance must go for this course,knowledge,2
Everyone who wants to have knowledge related to finance must go for this course,this course,2
Everyone who wants to have knowledge related to finance must go for this course,Everyone,2
Everyone who wants to have knowledge related to finance must go for this course,who,2
Everyone who wants to have knowledge related to finance must go for this course,finance,2
Its an amazing course and will help you through out,Its an amazing course,2
Its an amazing course and will help you through out,you,2
Robert Shiller is an amazing speaker,Robert Shiller,2
Robert Shiller is an amazing speaker,an amazing speaker,2
"Excelente curso, conocer las finanzas, tanto tradicionales como del comportamiento de la mano del Dr",Excelente curso,2
"Excelente curso, conocer las finanzas, tanto tradicionales como del comportamiento de la mano del Dr",comportamiento de la mano del Dr,2
"Excelente curso, conocer las finanzas, tanto tradicionales como del comportamiento de la mano del Dr",tradicionales,2
"Excelente curso, conocer las finanzas, tanto tradicionales como del comportamiento de la mano del Dr",conocer las finanzas,2
"Excelente curso, conocer las finanzas, tanto tradicionales como del comportamiento de la mano del Dr",como del,2
"Shiller, premio nobel de economía, no tiene precio",no tiene precio,2
"Shiller, premio nobel de economía, no tiene precio",premio nobel de economía,2
"Shiller, premio nobel de economía, no tiene precio",Shiller,2
Muy recomendable,Muy recomendable,2
This course was really helpful in enhancing my financial skills,This course,2
This course was really helpful in enhancing my financial skills,my financial skills,2
I like how professor Shiller  help me to understand everything,everything,2
I like how professor Shiller  help me to understand everything,professor Shiller,2
Thank you coursera and Yale  university,coursera,2
Thank you coursera and Yale  university,you,2
The financial market course by yale university was very nice,The financial market course,2
The financial market course by yale university was very nice,yale university,2
I get to learn about the new financial concepts and many more things in financial world through these course,the new financial concepts,2
I get to learn about the new financial concepts and many more things in financial world through these course,these course,2
I get to learn about the new financial concepts and many more things in financial world through these course,many more things,2
I get to learn about the new financial concepts and many more things in financial world through these course,financial world,2
"The course I took here, taught me how to turn theory of finance into practical model of Financial markets",The course,2
"The course I took here, taught me how to turn theory of finance into practical model of Financial markets",practical model,2
"The course I took here, taught me how to turn theory of finance into practical model of Financial markets",Financial markets,2
"The course I took here, taught me how to turn theory of finance into practical model of Financial markets",theory,2
"The course I took here, taught me how to turn theory of finance into practical model of Financial markets",finance,2
Coursera is the key to the success and advancement of my career,advancement,2
Coursera is the key to the success and advancement of my career,the success,2
Coursera is the key to the success and advancement of my career,the key,2
Coursera is the key to the success and advancement of my career,my career,2
Coursera is the key to the success and advancement of my career,Coursera,2
"Just perfect, the course offer the principles of finance, and the teacher is amazing",finance,2
"Just perfect, the course offer the principles of finance, and the teacher is amazing",the teacher,2
"Just perfect, the course offer the principles of finance, and the teacher is amazing",the principles,2
"Just perfect, the course offer the principles of finance, and the teacher is amazing",the course,2
"I would have him in my university, he explains finance like a mother about her child",him,2
"I would have him in my university, he explains finance like a mother about her child",my university,2
"I would have him in my university, he explains finance like a mother about her child",a mother,2
"I would have him in my university, he explains finance like a mother about her child",her child,2
"I would have him in my university, he explains finance like a mother about her child",finance,2
A great introductory course about various financial market and its instruments,A great introductory course,2
A great introductory course about various financial market and its instruments,its instruments,2
A great introductory course about various financial market and its instruments,various financial market,2
I think everyone should learn about financial market,everyone,2
I think everyone should learn about financial market,financial market,2
And this course is a great resource,a great resource,2
And this course is a great resource,this course,2
"A very holistic program that focuses also the why behind the what, and how we can all play a part in taking this forward for the betterment of others",a part,2
"A very holistic program that focuses also the why behind the what, and how we can all play a part in taking this forward for the betterment of others",this,2
"A very holistic program that focuses also the why behind the what, and how we can all play a part in taking this forward for the betterment of others",the betterment,2
"A very holistic program that focuses also the why behind the what, and how we can all play a part in taking this forward for the betterment of others",the what,2
"A very holistic program that focuses also the why behind the what, and how we can all play a part in taking this forward for the betterment of others",A very holistic program,2
"A very holistic program that focuses also the why behind the what, and how we can all play a part in taking this forward for the betterment of others",that,2
"A very holistic program that focuses also the why behind the what, and how we can all play a part in taking this forward for the betterment of others",others,2
Exceptional course,Exceptional course,2
"Incredible speech, analysis and examples by Prof",analysis,2
"Incredible speech, analysis and examples by Prof",Incredible speech,2
"Incredible speech, analysis and examples by Prof",examples,2
"Incredible speech, analysis and examples by Prof",Prof,2
Thank you very much for being part of this course,part,2
Thank you very much for being part of this course,this course,2
Thank you very much for being part of this course,you,2
With ultimate gratitute,ultimate gratitute,2
Iosif Iosifidis,Iosif Iosifidis,2
"Muy completo, tiene todos los elementos relacionados con el Mercado Financiero",con el Mercado Financiero,2
"Muy completo, tiene todos los elementos relacionados con el Mercado Financiero",Muy completo,2
Este curso tiene un Profesor de alto prestigio  y una Universidad de las mejores del mundo,Este curso tiene,2
Este curso tiene un Profesor de alto prestigio  y una Universidad de las mejores del mundo,una Universidad de las mejores del mundo,2
Este curso tiene un Profesor de alto prestigio  y una Universidad de las mejores del mundo,un Profesor de alto,2
Professor Shiller is able to explain complicated subjects in an easy manner with fascinating anecdotal evidence and historical examples,complicated subjects,2
Professor Shiller is able to explain complicated subjects in an easy manner with fascinating anecdotal evidence and historical examples,historical examples,2
Professor Shiller is able to explain complicated subjects in an easy manner with fascinating anecdotal evidence and historical examples,fascinating anecdotal evidence,2
Professor Shiller is able to explain complicated subjects in an easy manner with fascinating anecdotal evidence and historical examples,Professor Shiller,2
Professor Shiller is able to explain complicated subjects in an easy manner with fascinating anecdotal evidence and historical examples,an easy manner,2
"I have zero ideas about the financial world so, in one way or another, this course gave me the insight and knowledge of how finance shapes and runs our world",the financial world,2
"I have zero ideas about the financial world so, in one way or another, this course gave me the insight and knowledge of how finance shapes and runs our world",the insight,2
"I have zero ideas about the financial world so, in one way or another, this course gave me the insight and knowledge of how finance shapes and runs our world",our world,2
"I have zero ideas about the financial world so, in one way or another, this course gave me the insight and knowledge of how finance shapes and runs our world",this course,2
"I have zero ideas about the financial world so, in one way or another, this course gave me the insight and knowledge of how finance shapes and runs our world",zero ideas,2
"I have zero ideas about the financial world so, in one way or another, this course gave me the insight and knowledge of how finance shapes and runs our world",how finance shapes,2
"I have zero ideas about the financial world so, in one way or another, this course gave me the insight and knowledge of how finance shapes and runs our world",another,2
"I have zero ideas about the financial world so, in one way or another, this course gave me the insight and knowledge of how finance shapes and runs our world",one way,2
"I have zero ideas about the financial world so, in one way or another, this course gave me the insight and knowledge of how finance shapes and runs our world",knowledge,2
I took this course because of Professor Robert Shiller's view on the Efficient market hypothesis,this course,2
I took this course because of Professor Robert Shiller's view on the Efficient market hypothesis,Professor Robert Shiller's view,2
I took this course because of Professor Robert Shiller's view on the Efficient market hypothesis,the Efficient market hypothesis,2
I do agree with him and I wanted to learn more from him,him,2
No regrets,No regrets,2
It would be nicer if it includes references to read since there are so many details covered in so short period of time,so short period,2
It would be nicer if it includes references to read since there are so many details covered in so short period of time,time,2
It would be nicer if it includes references to read since there are so many details covered in so short period of time,so many details,2
It would be nicer if it includes references to read since there are so many details covered in so short period of time,references,2
I really enjoyed Professor Shiller,Professor Shiller,2
"I really learned a lot from this course, especially about daily activities and how banks function",banks,2
"I really learned a lot from this course, especially about daily activities and how banks function",a lot,2
"I really learned a lot from this course, especially about daily activities and how banks function",this course,2
"I really learned a lot from this course, especially about daily activities and how banks function",daily activities,2
Thank you Dr,you,2
Shiller for allowing non-Yale students to learn from you,Shiller,2
Shiller for allowing non-Yale students to learn from you,non-Yale students,2
Shiller for allowing non-Yale students to learn from you,you,2
"thank you very much to Coursera, Yale University and Professor Shiller, it has been a great experience and I will keep all these learnings as long (and as deep) as I can",all these learnings,2
"thank you very much to Coursera, Yale University and Professor Shiller, it has been a great experience and I will keep all these learnings as long (and as deep) as I can",Yale University,2
"thank you very much to Coursera, Yale University and Professor Shiller, it has been a great experience and I will keep all these learnings as long (and as deep) as I can",Professor Shiller,2
"thank you very much to Coursera, Yale University and Professor Shiller, it has been a great experience and I will keep all these learnings as long (and as deep) as I can",a great experience,2
"thank you very much to Coursera, Yale University and Professor Shiller, it has been a great experience and I will keep all these learnings as long (and as deep) as I can",Coursera,2
"thank you very much to Coursera, Yale University and Professor Shiller, it has been a great experience and I will keep all these learnings as long (and as deep) as I can",you,2
The course well covers its objectives,its objectives,2
The course well covers its objectives,The course,2
"The materials well structured, interactive, fairly demonstrated the aspects of financial markets & its quiz is also well designed",the aspects,2
"The materials well structured, interactive, fairly demonstrated the aspects of financial markets & its quiz is also well designed",financial markets,2
"The materials well structured, interactive, fairly demonstrated the aspects of financial markets & its quiz is also well designed",The materials,2
"The materials well structured, interactive, fairly demonstrated the aspects of financial markets & its quiz is also well designed",its quiz,2
This course really helped me gain a very good understanding of the financial markets,a very good understanding,2
This course really helped me gain a very good understanding of the financial markets,This course,2
This course really helped me gain a very good understanding of the financial markets,the financial markets,2
Recommend to all those who have none or very little knowledge on the above subject,the above subject,2
Recommend to all those who have none or very little knowledge on the above subject,none,2
Recommend to all those who have none or very little knowledge on the above subject,very little knowledge,2
Recommend to all those who have none or very little knowledge on the above subject,all those,2
Recommend to all those who have none or very little knowledge on the above subject,who,2
"It is delighting to learn from Mr Shiller , a noble laureate directly",Mr Shiller,2
"It is delighting to learn from Mr Shiller , a noble laureate directly",a noble laureate,2
I wish there are more questions during the lecture,more questions,2
I wish there are more questions during the lecture,the lecture,2
I strongly recommend this course for bachelors,this course,2
I strongly recommend this course for bachelors,bachelors,2
They can learn many things from this,They,2
They can learn many things from this,many things,2
They can learn many things from this,this,2
Thanks to Mr,Thanks,2
shiller for making us understand so easily and efficiently,shiller,2
Robert Shiller's engaging style of teaching is clearly reflected in the course modules,teaching,2
Robert Shiller's engaging style of teaching is clearly reflected in the course modules,Robert Shiller's engaging style,2
Robert Shiller's engaging style of teaching is clearly reflected in the course modules,the course,2
It is a very insightful course and a must for all embarking a career in finance,all,2
It is a very insightful course and a must for all embarking a career in finance,a must,2
It is a very insightful course and a must for all embarking a career in finance,a very insightful course,2
It is a very insightful course and a must for all embarking a career in finance,a career,2
It is a very insightful course and a must for all embarking a career in finance,finance,2
It was an interesting course because I have learned a lot more specially how insurance and mortgage systems work around the globe,insurance,2
It was an interesting course because I have learned a lot more specially how insurance and mortgage systems work around the globe,the globe,2
It was an interesting course because I have learned a lot more specially how insurance and mortgage systems work around the globe,an interesting course,2
It was an interesting course because I have learned a lot more specially how insurance and mortgage systems work around the globe,mortgage systems,2
Thanks to the Instructor and his team,Thanks,2
Thanks to the Instructor and his team,his team,2
Thanks to the Instructor and his team,the Instructor,2
"The best course to learn more about the US financial market, which is most advanced in terms of innovation",innovation,2
"The best course to learn more about the US financial market, which is most advanced in terms of innovation",which,2
"The best course to learn more about the US financial market, which is most advanced in terms of innovation",The best course,2
"The best course to learn more about the US financial market, which is most advanced in terms of innovation",terms,2
"The best course to learn more about the US financial market, which is most advanced in terms of innovation",the US financial market,2
Also learning how finance can reduce inequality and poverty,inequality,2
Also learning how finance can reduce inequality and poverty,poverty,2
Also learning how finance can reduce inequality and poverty,finance,2
"Engaging professor, accessible material to someone without a background in finance, and yet still covers a great deal of important material in a relatively short course",a great deal,2
"Engaging professor, accessible material to someone without a background in finance, and yet still covers a great deal of important material in a relatively short course",important material,2
"Engaging professor, accessible material to someone without a background in finance, and yet still covers a great deal of important material in a relatively short course",someone,2
"Engaging professor, accessible material to someone without a background in finance, and yet still covers a great deal of important material in a relatively short course",a relatively short course,2
"Engaging professor, accessible material to someone without a background in finance, and yet still covers a great deal of important material in a relatively short course",accessible material,2
"Engaging professor, accessible material to someone without a background in finance, and yet still covers a great deal of important material in a relatively short course",Engaging professor,2
"Engaging professor, accessible material to someone without a background in finance, and yet still covers a great deal of important material in a relatively short course",a background,2
"Engaging professor, accessible material to someone without a background in finance, and yet still covers a great deal of important material in a relatively short course",finance,2
"Great course, learned a lot, I recommend it to anyone who wants to know the basics of finance and investing",Great course,2
"Great course, learned a lot, I recommend it to anyone who wants to know the basics of finance and investing",anyone,2
"Great course, learned a lot, I recommend it to anyone who wants to know the basics of finance and investing",investing,2
"Great course, learned a lot, I recommend it to anyone who wants to know the basics of finance and investing",the basics,2
"Great course, learned a lot, I recommend it to anyone who wants to know the basics of finance and investing",who,2
"Great course, learned a lot, I recommend it to anyone who wants to know the basics of finance and investing",finance,2
"I will definitely come back to review the materials, 10/10",the materials,2
An awesome course to get people started on the path to complete financial literacy,financial literacy,2
An awesome course to get people started on the path to complete financial literacy,An awesome course,2
An awesome course to get people started on the path to complete financial literacy,people,2
An awesome course to get people started on the path to complete financial literacy,the path,2
It provides students with sufficient understanding of an exhaustive range of topics,topics,2
It provides students with sufficient understanding of an exhaustive range of topics,sufficient understanding,2
It provides students with sufficient understanding of an exhaustive range of topics,students,2
It provides students with sufficient understanding of an exhaustive range of topics,an exhaustive range,2
Many thanks for offering this great opportunity,this great opportunity,2
Many thanks for offering this great opportunity,Many thanks,2
Funny to learn from an American that the Dutch were such early financial innovators,an American,2
Funny to learn from an American that the Dutch were such early financial innovators,the Dutch,2
Funny to learn from an American that the Dutch were such early financial innovators,such early financial innovators,2
A great lecture series to understand more about Financial Markets,Financial Markets,2
A great lecture series to understand more about Financial Markets,A great lecture series,2
The explanation from the TA also adds our understanding of the material,The explanation,2
The explanation from the TA also adds our understanding of the material,the TA,2
The explanation from the TA also adds our understanding of the material,the material,2
The explanation from the TA also adds our understanding of the material,our understanding,2
"Overall, an amazing course","Overall, an amazing course",2
"Beautiful course, I have read various Shiller books and following him in a course has increased my knowledge on some aspects that I did not know in finance",some aspects,2
"Beautiful course, I have read various Shiller books and following him in a course has increased my knowledge on some aspects that I did not know in finance",my knowledge,2
"Beautiful course, I have read various Shiller books and following him in a course has increased my knowledge on some aspects that I did not know in finance",him,2
"Beautiful course, I have read various Shiller books and following him in a course has increased my knowledge on some aspects that I did not know in finance",a course,2
"Beautiful course, I have read various Shiller books and following him in a course has increased my knowledge on some aspects that I did not know in finance",various Shiller books,2
"Beautiful course, I have read various Shiller books and following him in a course has increased my knowledge on some aspects that I did not know in finance",that,2
"Beautiful course, I have read various Shiller books and following him in a course has increased my knowledge on some aspects that I did not know in finance",finance,2
"Great course, provides all the basics to the understanding of Financial Markets and goes in depth into behavioural economics in an eloquent and easy to follow fashion",fashion,2
"Great course, provides all the basics to the understanding of Financial Markets and goes in depth into behavioural economics in an eloquent and easy to follow fashion",behavioural economics,2
"Great course, provides all the basics to the understanding of Financial Markets and goes in depth into behavioural economics in an eloquent and easy to follow fashion",depth,2
"Great course, provides all the basics to the understanding of Financial Markets and goes in depth into behavioural economics in an eloquent and easy to follow fashion",all the basics,2
"Great course, provides all the basics to the understanding of Financial Markets and goes in depth into behavioural economics in an eloquent and easy to follow fashion",Financial Markets,2
"Great course, provides all the basics to the understanding of Financial Markets and goes in depth into behavioural economics in an eloquent and easy to follow fashion",the understanding,2
It brought an additional meaning to finance and its applications especially in the modern economies of the world,an additional meaning,2
It brought an additional meaning to finance and its applications especially in the modern economies of the world,the modern economies,2
It brought an additional meaning to finance and its applications especially in the modern economies of the world,the world,2
"The best finance course I ever had, paid or non-paid",The best finance course,2
"Thanks for Yale, Professor Shiller and  Coursera for the great work and you are making this world a better place",the great work,2
"Thanks for Yale, Professor Shiller and  Coursera for the great work and you are making this world a better place",Yale,2
"Thanks for Yale, Professor Shiller and  Coursera for the great work and you are making this world a better place",Coursera,2
"Thanks for Yale, Professor Shiller and  Coursera for the great work and you are making this world a better place",this world,2
"Thanks for Yale, Professor Shiller and  Coursera for the great work and you are making this world a better place",Professor Shiller,2
"Thanks for Yale, Professor Shiller and  Coursera for the great work and you are making this world a better place",Thanks,2
"Thanks for Yale, Professor Shiller and  Coursera for the great work and you are making this world a better place",you,2
This really was an eye-opener in terms of the amount of perspective it delivers which really intends to tell you what finance is about contrary to conventional wisdom,which,2
This really was an eye-opener in terms of the amount of perspective it delivers which really intends to tell you what finance is about contrary to conventional wisdom,perspective,2
This really was an eye-opener in terms of the amount of perspective it delivers which really intends to tell you what finance is about contrary to conventional wisdom,conventional wisdom,2
This really was an eye-opener in terms of the amount of perspective it delivers which really intends to tell you what finance is about contrary to conventional wisdom,This,2
This really was an eye-opener in terms of the amount of perspective it delivers which really intends to tell you what finance is about contrary to conventional wisdom,the amount,2
This really was an eye-opener in terms of the amount of perspective it delivers which really intends to tell you what finance is about contrary to conventional wisdom,terms,2
This really was an eye-opener in terms of the amount of perspective it delivers which really intends to tell you what finance is about contrary to conventional wisdom,what finance,2
This really was an eye-opener in terms of the amount of perspective it delivers which really intends to tell you what finance is about contrary to conventional wisdom,an eye-opener,2
This really was an eye-opener in terms of the amount of perspective it delivers which really intends to tell you what finance is about contrary to conventional wisdom,you,2
A very well conducted course that not only provides the student with very practical knowledge of financial markets but also provides many insights from Prof,the student,2
A very well conducted course that not only provides the student with very practical knowledge of financial markets but also provides many insights from Prof,Prof,2
A very well conducted course that not only provides the student with very practical knowledge of financial markets but also provides many insights from Prof,financial markets,2
A very well conducted course that not only provides the student with very practical knowledge of financial markets but also provides many insights from Prof,very practical knowledge,2
A very well conducted course that not only provides the student with very practical knowledge of financial markets but also provides many insights from Prof,many insights,2
A very well conducted course that not only provides the student with very practical knowledge of financial markets but also provides many insights from Prof,A very well conducted course,2
It gives a good overview of finance in general,a good overview,2
It gives a good overview of finance in general,finance,2
I should however point out that there are some US components which aren't essential for everyone to know,which,2
I should however point out that there are some US components which aren't essential for everyone to know,everyone,2
I should however point out that there are some US components which aren't essential for everyone to know,some US components,2
It is an excellent course that help me to have a better context about the finance market in the capitalist world,an excellent course,2
It is an excellent course that help me to have a better context about the finance market in the capitalist world,the finance market,2
It is an excellent course that help me to have a better context about the finance market in the capitalist world,a better context,2
It is an excellent course that help me to have a better context about the finance market in the capitalist world,the capitalist world,2
It is an excellent course that help me to have a better context about the finance market in the capitalist world,that,2
Also that finance,Also that finance,2
Does not mean only getting money,money,2
This course served as a great and comprehensive introduction to financial markets and how they can be used not only for profit-making but also the good of the society,This course,2
This course served as a great and comprehensive introduction to financial markets and how they can be used not only for profit-making but also the good of the society,they,2
This course served as a great and comprehensive introduction to financial markets and how they can be used not only for profit-making but also the good of the society,financial markets,2
This course served as a great and comprehensive introduction to financial markets and how they can be used not only for profit-making but also the good of the society,profit-making,2
This course served as a great and comprehensive introduction to financial markets and how they can be used not only for profit-making but also the good of the society,the good,2
This course served as a great and comprehensive introduction to financial markets and how they can be used not only for profit-making but also the good of the society,a great and comprehensive introduction,2
This course served as a great and comprehensive introduction to financial markets and how they can be used not only for profit-making but also the good of the society,the society,2
I loved the course to the core,the core,2
I loved the course to the core,the course,2
Getting it learned from Professor Robert Shiller was the best thing that could have happened to me,the best thing,2
Getting it learned from Professor Robert Shiller was the best thing that could have happened to me,that,2
